Date,Adj Close,v,ARIMA,ARIMAGARCH,LSTM,ESE
2022/1/21,47.015171,46.69206335,46.60809311,45.96955098,46.49387,47.47228197
2022/1/24,46.877476,46.36812665,47.60031411,46.08155395,46.788948,47.15536402
2022/1/25,46.43486,46.06199672,47.25768486,46.22786013,46.739781,47.14349156
2022/1/26,45.903725,46.0225264,46.57247572,46.02504026,45.992244,46.49468965
2022/1/27,45.333252,45.38424411,45.65390839,45.69003256,45.37259,45.71008942
2022/1/28,45.68734,44.78090379,44.90388417,44.95230769,44.762779,45.20428395
2022/1/31,46.897152,45.21711049,45.05505929,44.96976425,46.041428,44.8369413
2022/2/1,46.277485,46.67437175,44.55188043,46.74584096,48.106964,45.15451852
2022/2/2,46.729935,46.18477314,45.85661584,46.54491238,45.657818,45.57789301
2022/2/3,45.480789,46.64822206,46.32518275,47.13918579,47.182385,45.76070476
2022/2/4,45.087357,46.02085116,45.10031569,46.06224178,44.231643,45.37811071
2022/2/7,44.969326,45.92901476,44.7088337,44.88302299,44.693925,44.80622488
2022/2/8,45.303745,44.92885931,44.60952525,44.39282103,44.851295,44.76716373
2022/2/9,47.192223,45.14909209,44.98313223,44.39930995,45.638164,45.58849637
2022/2/10,46.375851,45.5416663,47.17283163,47.17771951,49.080701,46.12314026
2022/2/11,44.752937,46.39747774,46.21345691,47.14478217,45.559479,46.13086054
2022/2/14,44.054596,45.73399246,45.00629309,45.72154868,43.130023,45.13091461
2022/2/15,44.998833,43.98977978,44.17299382,43.80251213,43.356255,44.47106407
2022/2/16,44.900478,44.83334791,44.23390531,43.97536585,45.94307,44.94055497
2022/2/17,43.848042,44.65692617,46.41476579,44.46150013,44.802123,45.58206449
2022/2/18,43.356258,43.7245629,46.09752238,43.89686147,42.795606,45.55664933
2022/2/22,44.546391,43.18123314,44.15765984,43.36292974,42.864474,44.78561594
2022/2/23,43.120193,44.05154118,44.10166561,43.68640044,45.736524,43.78393105
2022/2/24,43.975906,43.16319948,43.0924677,43.17555134,41.693995,43.55476665
2022/2/25,44.48737,43.68199526,43.47016665,43.69645571,44.831619,43.35237544
2022/2/28,44.143116,43.07315214,43.49449196,44.47452155,44.998834,43.49749911
2022/3/1,43.002167,43.86593851,43.52783872,44.45604991,43.798862,43.43270512
2022/3/2,44.172626,44.75512101,43.27578467,43.41686179,41.861218,43.32062465
2022/3/3,45.126701,43.35268428,43.15825057,44.17030844,45.343085,43.33747778
2022/3/4,44.261147,44.25507187,43.57839811,44.6570884,46.080776,43.43679355
2022/3/7,42.80545,44.48481664,43.57373198,44.77458882,43.395593,43.41076043
2022/3/8,42.864464,43.85473378,43.08015119,43.85873299,41.349753,43.14265027
2022/3/9,43.857883,43.13775136,42.77406764,42.56403587,42.923478,43.07333466
2022/3/10,43.090687,43.47704705,43.36578515,42.52964509,44.851302,43.16195461
2022/3/11,42.510376,43.15602752,43.34601104,42.87433282,42.323491,43.27067228
2022/3/14,42.205463,42.40670321,43.10022065,42.81920775,41.930065,43.08614822
2022/3/15,44.457867,41.90774388,42.81221296,42.03852637,41.90055,43.01103468
2022/3/16,46.110279,43.20093393,43.12067041,43.20464191,46.710271,43.23620603
2022/3/17,46.346336,46.10258108,43.77573471,46.54614808,47.762691,43.67408411
2022/3/18,46.995502,46.75281182,44.1258472,47.36025098,46.582393,44.99129649
2022/3/21,46.700428,47.51832456,47.07230756,48.37704517,47.644668,45.56420591
2022/3/22,46.710266,47.36291943,45.49446298,47.55614858,46.405354,46.1975005
2022/3/23,45.756191,47.42313423,46.02573095,47.05339817,46.720104,45.93218752
2022/3/24,45.411934,46.44099657,46.27636864,45.77389805,44.802116,45.96230646
2022/3/25,45.628323,45.71651603,45.5848198,45.12247107,45.067677,45.90481584
2022/3/28,46.120113,45.63306083,45.85325909,44.97482011,45.844712,45.90158977
2022/3/29,47.290581,45.95479508,46.26669041,45.57309313,46.611903,46.37557115
2022/3/30,46.788952,47.25238552,47.00676395,47.40341585,48.461049,46.76671892
2022/3/31,45.116863,46.82004726,47.02670239,47.64932166,46.287323,46.45845406
2022/4/1,45.284069,46.11252518,45.34189584,46.10814342,43.444774,45.94686094
2022/4/4,44.507046,45.22384632,45.47198458,45.02601462,45.451275,45.15204762
2022/4/5,43.808701,44.4781508,44.64226242,43.99480063,43.730023,44.66966181
2022/4/6,43.159542,43.63441918,43.89473844,43.22393818,43.110356,43.90325938
2022/4/7,42.972656,42.7909121,43.17277728,42.6938137,42.510383,43.43881606
2022/4/8,42.667744,41.11226014,43.24893247,41.95133243,42.78577,42.97320163
2022/4/11,41.743179,41.74166825,42.49789515,42.14730721,42.362832,42.32296874
2022/4/12,41.094013,41.04258106,41.2220786,41.46131988,40.818614,41.35356736
2022/4/13,41.418598,40.69853034,40.34072833,40.6647007,40.444847,40.9393541
2022/4/14,40.602222,40.483966,41.25525538,40.47823379,41.743183,40.58087395
2022/4/18,40.612064,40.1501042,40.14663815,40.22472097,39.785846,40.53832774
2022/4/19,41.802197,39.96027744,40.2130897,40.1609729,40.621906,40.55090076
2022/4/20,42.736599,40.4664263,41.29297444,41.24780847,42.99233,41.25598967
2022/4/21,42.116943,42.63168417,42.26190487,42.9747925,43.671001,41.41249895
2022/4/22,40.985817,42.19328283,40.68261754,42.82932097,41.497287,40.94182884
2022/4/25,41.271061,41.80935512,39.88096411,41.89303047,39.854691,40.50888695
2022/4/26,39.392426,41.77900722,40.96307921,41.14869735,41.556305,40.24580964
2022/4/27,39.598972,40.67156671,39.89338561,39.07617282,37.513791,40.06532617
2022/4/28,38.90789,39.40321298,39.33951367,38.29542722,39.805518,39.30675907
2022/4/29,37.782417,38.59003175,38.68737791,38.67212181,38.216808,38.86720155
2022/5/2,38.108208,36.65949657,38.57471306,37.19911197,36.656944,38.36999593
2022/5/3,37.891014,37.12569156,37.84789682,37.27609783,38.433999,38.02599095
2022/5/4,38.90789,36.88503135,37.65536296,37.14396859,37.67382,37.89062128
2022/5/5,37.476364,37.54415465,38.16860404,38.68591747,39.924766,37.71566599
2022/5/6,37.29866,37.29912304,37.32303098,38.53034664,36.044838,37.51010181
2022/5/9,37.644199,37.19458502,37.03867042,37.36605898,37.120956,37.2259062
2022/5/10,37.60471,37.20463378,37.31601721,37.05524119,37.989738,37.07119279
2022/5/11,37.11108,37.3566277,36.85889075,37.31225499,37.565221,36.99986004
2022/5/12,38.601841,37.18563243,36.82467217,37.00984079,36.61745,37.33626656
2022/5/13,39.677952,37.18729352,38.32523677,38.31930432,40.092602,38.19391122
2022/5/16,39.352158,38.74586907,39.43182471,39.62375011,40.754063,38.97031445
2022/5/17,39.668083,39.56507139,39.15388186,40.21569463,39.026364,39.65724915
2022/5/18,36.88401,40.04121287,40.38604088,40.71306221,39.984008,38.77442376
2022/5/19,36.933376,38.88287308,36.78334854,37.05908295,34.099937,38.00543454
2022/5/20,37.476364,36.97095202,36.8469142,36.31200194,36.982742,37.13494271
2022/5/23,37.782417,37.34157455,37.77456539,35.97465717,38.019352,37.41667677
2022/5/24,37.456619,37.58855931,37.62855073,37.07451796,38.08847,37.68449601
2022/5/25,37.802162,36.79927792,37.65037191,37.40295355,37.130821,37.69650362
2022/5/26,38.828911,36.89824031,37.81058821,37.96647565,38.147705,37.84258713
2022/5/27,39.717442,38.42700636,38.06680126,38.63578918,39.85566,38.09051332
2022/5/31,38.809166,39.760122,38.39415048,40.12566754,40.605973,38.37438313
2022/6/1,38.443878,39.69007599,38.66219765,39.96997037,37.90089,38.51788077
2022/6/2,39.569355,39.23741155,38.49729418,38.71927084,38.07859,38.67295215
2022/6/3,39.085598,39.72022219,38.85936461,39.2289702,40.694832,38.72032631
2022/6/6,39.065853,39.70303708,38.80432012,38.90717865,38.601841,38.81358462
2022/6/7,39.480499,39.43516998,38.77706913,39.13876678,39.046108,39.03013313
2022/6/8,38.888145,39.51577517,39.50901013,39.66492625,39.895145,39.15190501
2022/6/9,38.355022,38.8102511,39.16963576,39.08273189,38.295791,39.04429351
2022/6/10,36.864265,39.53564382,38.45423462,38.52753007,37.821899,38.2244143
2022/6/13,36.025097,36.85170806,37.04937252,36.51784321,35.373508,37.47314325
2022/6/14,35.482101,35.765068,36.9158226,35.28954892,35.185929,36.47854071
2022/6/15,36.301525,34.97125302,35.47042702,34.41187181,34.939105,35.56972914
2022/6/16,34.139431,35.6565447,34.32293782,35.02502247,37.120949,35.33260165
2022/6/17,33.971592,33.92220885,36.20444013,34.46535415,31.977337,34.76346035
2022/6/21,34.56395,33.20962864,33.76300312,33.5685837,33.803753,34.75837961
2022/6/22,34.484627,33.23213612,34.30769558,33.59174344,35.156308,34.10714702
2022/6/23,34.524292,33.59826859,34.25074237,33.6550607,34.405304,34.23359832
2022/6/24,35.991722,33.74024038,34.14235702,34.42166314,34.563957,34.32982327
2022/6/27,35.803333,34.69303676,34.59637043,35.87546644,37.459152,34.74567427
2022/6/28,35.684357,35.58129,35.49829536,36.30966506,35.614944,34.66022465
2022/6/29,35.486053,35.81571527,33.88600816,36.45644702,35.565381,34.42507904
2022/6/30,35.357159,36.30699924,33.89093359,36.00166108,35.287749,34.29777612
2022/7/1,35.694271,36.01493732,35.11638662,35.3619208,35.228265,34.83345996
2022/7/5,35.763672,35.88595801,35.49305967,35.43193816,36.031383,35.40605571
2022/7/6,35.872742,35.88515618,35.60872082,35.76187773,35.833073,35.61887678
2022/7/7,36.090874,35.93889684,35.75484983,35.95046698,35.981812,35.79739827
2022/7/8,35.763672,36.10706872,36.02862415,36.2118029,36.309006,35.87797952
2022/7/11,36.219765,35.83525133,35.85046457,35.99832149,35.43647,36.02381252
2022/7/12,35.823166,36.17795846,36.19234884,36.18009502,36.675858,36.0363841
2022/7/13,35.426559,36.35780761,36.0663389,36.15688639,35.426567,35.93510947
2022/7/14,35.307579,35.45101568,35.54664067,35.50389216,35.029952,35.66857624
2022/7/15,35.694271,35.31068497,35.39274916,35.14110125,35.188599,35.56748982
2022/7/18,35.248089,35.47679615,35.76307964,35.39227303,36.080963,35.62378044
2022/7/19,36.854332,35.24558102,35.71551251,35.16948336,34.801907,36.07567996
2022/7/20,37.072464,35.92009523,36.74844772,36.5094858,38.460575,36.38864083
2022/7/21,37.944992,37.06265238,36.70196226,37.39595389,37.290596,37.15148002
2022/7/22,38.173038,38.10274145,38.00403009,38.42200578,38.81752,37.36098617
2022/7/25,37.905331,38.53216421,37.37696617,39.54302317,38.401084,37.61919136
2022/7/26,37.766521,38.72543353,37.47657782,38.42637575,37.637624,37.58521932
2022/7/27,39.204208,38.82011,37.90211397,37.98508825,37.627711,37.8733273
2022/7/28,39.144714,39.41213751,38.24129012,38.78626568,40.641895,38.54000566
2022/7/29,40.185795,39.6068256,39.4766129,39.45982325,39.08522,39.35841237
2022/8/1,40.225456,40.09951044,40.35733411,40.48271151,41.226876,40.11107216
2022/8/2,40.066818,40.46184253,40.49926946,41.45628485,40.265117,40.41711437
2022/8/3,40.413841,40.70450475,40.39473953,40.60335613,39.90818,40.54540865
2022/8/4,41.454929,41.01250176,40.74221694,40.69985416,40.760864,40.87638501
2022/8/5,41.524334,41.64904278,41.49219855,41.49705223,42.496017,41.54131259
2022/8/8,41.583824,41.98071949,42.38952227,41.88889334,41.593739,42.0329905
2022/8/9,41.40535,42.1072217,42.21725068,42.21026301,41.643314,42.04863219
2022/8/10,42.496014,42.05024575,41.53912363,41.71599525,41.226876,41.88646585
2022/8/11,42.684395,42.47991988,41.90302323,42.02351199,43.586678,42.32015022
2022/8/12,43.596584,42.98933952,43.51830379,42.88290232,42.872776,42.93374982
2022/8/15,44.032848,43.50701748,43.37992245,43.87097966,44.508773,43.60067204
2022/8/16,44.013016,44.04060573,43.90378988,44.96060423,44.469112,43.88967635
2022/8/17,43.755226,44.48653217,44.38531671,44.73490991,43.993184,44.29042233
2022/8/18,43.923779,44.73087294,44.58216038,44.3470807,43.497436,44.6004588
2022/8/19,42.119236,44.70792762,44.8338993,44.06089029,44.092332,44.33623375
2022/8/22,41.266537,42.28085155,43.59264155,42.43845756,40.314693,43.99131963
2022/8/23,41.107899,41.16259338,43.54741802,40.69247246,40.413838,43.3684206
2022/8/24,41.306202,40.81619563,42.96520223,40.10908068,40.949261,43.16867049
2022/8/25,41.6334,40.82595574,42.9933912,40.04347758,41.504505,42.88463992
2022/8/26,39.898266,40.1979117,42.69532631,41.31673203,41.960598,41.86981924
2022/8/29,39.402508,39.65473975,39.92074022,40.44057178,38.163132,40.65520821
2022/8/30,38.976158,39.18447264,39.3495581,39.24268175,38.90675,39.25381167
2022/8/31,38.787769,38.46593703,38.4911367,38.36714538,38.549808,38.69072101
2022/9/1,39.452084,38.36991713,38.23146822,37.44065953,38.59938,38.67613333
2022/9/2,39.243866,38.35139974,39.30579506,39.02802456,40.116399,38.83475358
2022/9/6,39.957748,38.17420657,38.96699747,39.19653873,39.035648,39.22352998
2022/9/7,41.14756,39.62768537,39.39779741,40.00131625,40.67163,39.60148994
2022/9/8,41.762295,41.1207888,40.43967495,41.40105293,42.337372,39.56054323
2022/9/9,41.811867,42.01413748,38.84415733,42.25112611,42.37703,39.58318383
2022/9/12,41.930851,42.22875234,39.46571921,42.80232833,41.861439,39.43343437
2022/9/13,40.532825,42.4246365,39.99042657,42.50110253,42.049835,39.96240939
2022/9/14,39.838772,41.0658702,40.4310824,40.73754198,39.134799,40.06342222
2022/9/15,40.056904,40.00584103,39.7687577,39.51298018,39.144719,40.07724344
2022/9/16,38.113544,40.08747583,40.03189023,39.21335472,40.275036,39.35500227
2022/9/19,38.490318,38.01508469,38.26435887,37.70865616,36.170184,39.22052522
2022/9/20,37.488899,37.91569484,39.36532655,37.60949215,38.867092,38.92853862
2022/9/21,37.191444,36.05834476,39.15593044,37.28250828,36.48748,39.10988493
2022/9/22,35.89257,36.18104019,38.8083978,35.93563729,36.893989,37.65558783
2022/9/23,35.803333,35.7231917,35.00243525,36.2054818,34.593696,36.37348525
2022/9/26,34.980385,34.5841385,35.30962272,34.54196261,35.714096,34.88423975
2022/9/27,35.248089,34.81776253,34.34066127,34.57291799,34.157437,34.8375846
2022/9/28,36.586628,34.14809702,34.8624698,34.16791947,35.515793,35.15118949
2022/9/29,35.317497,34.77833389,36.25043741,36.36541603,37.925167,35.37622811
2022/9/30,35.258007,35.10115167,35.01577712,35.85263228,34.048366,35.36132047
2022/10/3,36.497391,35.00125536,34.81774689,35.74189849,35.198517,34.6298958
2022/10/4,38.252361,35.83931597,34.05616337,35.93891804,37.736775,34.4689941
2022/10/5,37.875584,37.15794734,34.53307204,37.829998,40.007331,34.57063533
2022/10/6,36.89399,38.13208657,35.12267059,38.55096978,37.498807,35.43849198
2022/10/7,35.029961,37.98801723,36.65973332,38.24606147,35.912396,35.53909383
2022/10/10,35.297665,36.80541655,34.83487759,35.05044228,33.165932,35.54272425
2022/10/11,34.851486,35.26383035,35.13356183,34.60553499,35.565369,34.89225522
2022/10/12,34.583782,34.78405174,34.70832625,33.68315243,34.405307,34.77618325
2022/10/13,34.554035,34.31327937,34.48666167,33.90674129,34.316078,34.67112696
2022/10/14,34.276413,34.0726335,34.81839297,34.17485805,34.524288,34.7480863
2022/10/17,35.248089,33.73694358,34.93920426,34.08544303,33.998791,34.97564075
2022/10/18,36.011551,34.78261833,35.16932502,34.99796112,36.219765,35.32658092
2022/10/19,34.593697,35.82874129,35.87121349,36.21967103,36.775013,35.23203454
2022/10/20,33.770748,35.152961,34.65556512,35.5634049,33.175843,34.76423003
2022/10/21,34.891148,34.61872464,33.76591146,34.20479151,32.947799,34.36289524
2022/10/24,35.54554,34.7774611,34.66720915,34.13324708,36.011548,34.27472565
2022/10/25,36.973316,35.06479257,34.39105635,34.8130794,36.199932,35.26719423
2022/10/26,36.824589,36.12351422,36.74331721,37.26004642,38.401092,35.96662407
2022/10/27,37.710609,36.4919556,36.76549866,38.43118243,36.675862,37.06206835
2022/10/28,39.771351,37.97039631,37.67738918,38.33267566,38.596629,38.08562278
2022/10/31,39.582199,40.15868016,39.8139805,40.24334902,41.832093,39.43913723
2022/11/1,39.532421,40.61011361,40.826042,40.54542168,39.393047,40.13371987
2022/11/2,38.945061,40.94136346,39.7611371,41.07482242,39.482643,39.93991105
2022/11/3,39.193943,40.64380722,39.23255405,39.41737346,38.357701,39.46369402
2022/11/4,40.099873,39.68972597,39.39739091,39.2052554,39.442825,39.67566925
2022/11/7,40.856476,40.41204872,40.3970628,39.66097153,41.005803,40.33125848
2022/11/8,41.224819,41.171095,41.19932175,41.09199065,41.613079,41.03362687
2022/11/9,40.159607,41.51432775,41.50449608,41.73363819,41.593162,41.54141967
2022/11/10,43.285564,40.45110846,41.92044118,41.15479547,39.094395,42.29726592
2022/11/11,44.241272,42.3721183,43.46686051,42.7291357,46.411521,43.34586291
2022/11/14,43.414982,44.21235847,44.65028705,44.7250968,45.19698,44.12557034
2022/11/15,44.151672,44.73358627,44.25956344,45.14390295,42.588692,44.52375926
2022/11/16,43.663864,44.98988613,44.66142729,45.74630843,44.888362,44.38813476
2022/11/17,42.847534,44.99484502,44.24341354,44.12836037,43.176056,44.10838853
2022/11/18,43.723595,44.38032867,43.42032476,43.01646599,42.031204,44.12899056
2022/11/21,43.693729,44.33872413,44.72323336,43.40081468,44.599656,44.30655779
2022/11/22,43.84306,43.93017775,44.77611525,43.65016952,43.663863,44.81927282
2022/11/23,43.962524,43.63391246,44.95846986,43.8398277,43.992391,44.92197643
2022/11/25,44.012299,43.74084623,45.03134417,44.58537087,44.081988,45.15089042
2022/11/28,43.116325,43.87417327,45.46285723,44.19419223,44.062074,45.15464334
2022/11/29,43.325386,44.34250484,44.96972862,43.39902762,42.220351,44.66951602
2022/11/30,44.121807,43.70204961,43.57596222,43.15179157,43.534447,44.29361842
2022/12/1,44.72908,43.98911784,44.33516442,43.60785903,44.918228,44.22733782
2022/12/2,44.480198,44.23007863,44.77088683,44.84603932,45.336353,44.60034459
2022/12/5,43.564312,44.50059914,44.69498252,44.88253141,44.231316,44.5529091
2022/12/6,42.827621,44.2666162,44.19285797,43.8196035,42.648426,44.21710458
2022/12/7,42.887356,43.69649688,43.76347326,42.61257676,42.09093,43.93849541
2022/12/8,43.275612,42.80515238,43.859155,42.36723248,42.947091,43.69597349
2022/12/9,42.827621,43.2017773,43.46529222,42.52267484,43.663868,43.5047898
2022/12/12,43.066547,42.68691003,43.18992219,42.64203856,42.37963,43.2955989
2022/12/13,44.121807,42.37678777,43.2315823,42.98156354,43.305473,43.26210062
2022/12/14,43.604134,43.99354973,43.36479736,43.95537348,45.177067,43.39522852
2022/12/15,42.270126,43.61821163,43.58930591,44.00475748,43.086461,43.26331099
2022/12/16,41.563301,43.81695414,42.83582971,42.97230421,40.936118,42.66229772
2022/12/19,41.314419,41.5553638,41.56175754,41.26728098,40.856476,41.87572267
2022/12/20,41.184998,41.12547595,41.22958075,40.68275802,41.065537,41.28256205
2022/12/21,42.09,40.87267868,41.05634787,40.23797174,41.055577,41.37982113
2022/12/22,41.68,41.70166498,41.85353478,41.74508752,42.995002,41.45551637
2022/12/23,41.790001,41.39037223,41.45666644,41.73991559,41.27,41.53633057
2022/12/27,41.869999,41.48856311,41.29879048,42.01348167,41.900002,41.27538904
2022/12/28,40.959999,41.72380717,41.0707102,42.33105324,41.949997,41.13978359
2022/12/29,41.849998,41.41086178,41.0498501,41.04302023,40.049999,41.08813085
2022/12/30,41.25,42.10032227,41.14383226,41.53062916,42.739997,41.09928929
2023/1/3,41.610001,41.44911233,41.10418551,41.13056156,40.650002,41.23249757
2023/1/4,42.029999,41.17527614,41.44947494,41.02573552,41.970002,41.47262182
2023/1/5,41.529999,41.61235996,41.86420501,42.53083865,42.449997,41.590084
2023/1/6,43.130001,41.66014063,41.45657206,41.74203742,41.029999,42.12679414
2023/1/9,43.5,42.3964141,43.05960536,42.93187123,44.730003,42.14714921
2023/1/10,44.0,43.38132276,41.92527022,43.87834834,43.869999,42.99855963
2023/1/11,45.189999,44.06978604,44.01080331,44.57605599,44.5,43.48237386
2023/1/12,45.25,45.4373152,44.51104805,45.76542492,46.379998,44.6453607
2023/1/13,45.869999,45.83329041,45.41423075,46.12018496,45.310001,45.40165143
2023/1/17,45.43,47.11499768,46.27967548,46.62996532,46.489998,45.67686626
2023/1/18,43.52,46.89965143,45.33669255,46.2351961,44.990001,44.95623467
2023/1/19,41.91,43.86749998,43.25233599,43.56837234,41.61,43.63031005
2023/1/20,42.57,41.8886666,42.30190161,41.28322978,40.3,42.92540463
2023/1/23,43.279999,42.27937784,43.22197628,40.95672939,43.23,43.43612891
2023/1/24,43.700001,42.84017224,44.78450884,41.86623543,43.989998,44.23876004
2023/1/25,43.509998,43.46609957,44.70979499,43.55711612,44.120003,44.62179024
2023/1/26,43.650002,43.17825047,44.3710669,43.93851039,43.319995,44.27890201
2023/1/27,43.619999,43.46427765,43.75584414,43.97623809,43.790006,43.94407527
2023/1/30,43.580002,43.53504088,43.70531478,43.77315316,43.589996,43.70675976
2023/1/31,45.529999,43.83392629,43.65912035,43.51964225,43.540005,44.31439619
2023/2/1,46.139999,44.89648121,45.57875342,45.1276842,47.479996,45.14499268
2023/2/2,47.130001,45.70430758,46.19710427,46.71516388,46.749999,46.59883655
2023/2/3,46.889999,47.51744146,48.02065195,47.92766474,48.120003,47.32872055
2023/2/6,46.150002,47.46737768,47.76840544,48.8972936,46.649997,47.3457625
2023/2/7,44.389999,47.75186231,46.24823012,46.67099337,45.410005,46.16395422
2023/2/8,45.060001,44.70283222,44.47522711,44.27575157,42.629996,45.28223499
2023/2/9,44.919998,45.19991515,45.12324776,44.2595559,45.730003,44.88567909
2023/2/10,44.830002,44.92105406,45.0585624,44.03276735,44.779995,45.13802067
2023/2/13,45.439999,44.59856832,45.23225185,44.43071866,44.740006,45.52351339
2023/2/14,45.130001,44.30396212,46.27972592,45.32354046,46.049996,45.60383504
2023/2/15,45.48,44.88712667,45.29952734,45.30969414,44.820003,45.73180957
2023/2/16,45.23,45.32030879,45.61617546,45.56290528,45.829999,45.42779097
2023/2/17,45.220001,45.50992283,45.3676701,45.69681314,44.98,45.431951
2023/2/21,43.830002,45.41984985,45.31200744,44.99835204,45.210002,44.89684728
2023/2/22,43.599998,44.59346702,44.01086428,44.07863421,42.440003,44.31557165
2023/2/23,44.450001,43.47714619,43.62384321,43.19181829,43.369994,43.98476159
2023/2/24,44.25,43.93200353,44.31957727,43.53779497,45.300004,44.03793593
2023/2/27,44.959999,43.65182631,44.17038731,43.93186446,44.049999,44.29064315
2023/2/28,45.029999,44.00095301,44.38196486,45.02101469,45.669998,44.1969402
2023/3/1,45.59,44.94327935,44.03846841,45.76355762,45.099999,44.61876325
2023/3/2,46.09,45.60231345,45.43585647,45.5403644,46.150001,45.0145917
